안녕하세요 매튜돌입니다. 제 보약을 즐겨주셔서 감사합니다. 최대한 많이 드시고 건강해지세요!
-201,445,88,15263705,1595,261,16382185,441,900,16776687
-202,441,900,16776687,1589,791,16776687,1596,262,16776687
-203,446,89,7105381,340,362,7105381,333,826,7105381
-204,439,899,7105381,333,819,7105381,443,96,7105381
-205,443,89,0,445,77,0,1593,260,0
-206,1596,260,0,1599,268,0,445,87,0
-207,1593,270,16317605,1592,789,16317605,910,852,16317605
-208,926,845,14804144,1595,269,14804144,1589,785,8750952
-209,922,845,14540973,1595,265,14540973,912,164,16317378
-210,915,278,0,914,288,0,1594,365,0
-211,917,480,0,915,488,0,1594,500,0
-212,917,545,0,919,554,0,1595,549,0
-213,996,168,0,1009,173,0,1006,848,0
-214,1182,197,0,1199,203,0,1200,828,0
-215,1377,228,0,1401,232,0,1378,809,0
-216,1528,250,0,1544,257,0,1535,793,0
-217,545,201,0,541,212,0,638,209,0
-218,755,228,0,763,238,0,843,238,0
-219,538,496,0,543,513,0,631,501,0
-220,756,513,0,775,528,0,834,514,0
-221,632,238,0,609,312,0,755,277,0
-222,644,299,0,630,333,0,656,340,0
-223,656,340,0,692,344,0,732,336,0
-224,733,334,0,746,315,0,732,300,0
-225,732,300,0,716,293,0,676,291,0
-226,745,314,0,688,342,0,733,333,0
-227,712,339,0,639,327,0,658,341,0
-228,682,343,0,699,343,0,690,364,0
-229,625,366,0,625,381,0,746,353,0
-230,746,353,0,743,365,0,630,377,0
-231,640,391,0,732,375,0,731,391,0
-232,731,391,0,643,400,0,644,391,0
-233,671,397,0,683,392,0,675,441,0
-234,698,391,0,701,431,0,715,430,0
-235,647,429,0,648,439,0,727,424,0
-236,727,424,0,727,435,0,650,437,0
-237,608,311,0,609,324,0,614,326,0
-238,614,326,0,751,292,0,750,290,0
-239,750,290,0,748,277,0,743,277,0
-240,619,483,0,751,435,0,751,445,0
-241,752,442,0,760,441,0,755,463,0
-242,755,463,0,625,501,0,623,497,0
-243,623,497,0,622,478,0,628,479,0
-244,622,482,0,664,412,0,664,412,0
-245,665,414,0,672,416,0,624,478,0
-246,670,414,0,675,408,0,759,440,0
-247,637,246,15593184,615,304,15593184,730,275,15593184
-248,441,901,10610674,509,950,10610674,1593,790,10610674
-249,515,950,10610674,1657,814,10610674,1590,791,10610674
-250,1594,794,10610674,1582,790,10610674,514,951,10610674
-251,509,946,10610674,538,948,10610674,1071,866,10610674
-252,445,899,8504807,533,951,8504807,499,898,8504807
-253,556,891,8504807,563,944,8504807,607,940,8504807
-254,638,934,8504807,635,884,8504807,683,931,8504807
-255,718,928,8504807,700,879,8504807,749,919,8504807
-256,782,919,8504807,766,874,8504807,815,913,8504807
-257,809,870,8504807,865,904,8504807,841,864,8504807
-258,883,874,8504807,887,906,8504807,907,904,8504807
-259,936,899,8504807,912,859,8504807,971,897,8504807
-260,990,854,8504807,1036,889,8504807,1005,851,8504807
-261,1063,845,8504807,1101,880,8504807,1088,883,8504807
-262,1149,875,8504807,1133,836,8504807,1172,875,8504807
-263,1197,869,8504807,1186,830,8504807,1218,868,8504807
-264,1231,828,8504807,1288,860,8504807,1256,826,8504807
-265,1315,822,8504807,1361,851,8504807,1342,819,8504807
-266,1417,808,8504807,1465,839,8504807,1443,809,8504807
-267,1497,805,8504807,1542,827,8504807,1525,803,8504807
-268,1550,797,8504807,1597,820,8504807,1557,796,8504807
-269,1559,827,8504807,1539,799,8504807,1570,825,8504807
-270,1486,831,8504807,1466,806,8504807,1504,832,8504807
-271,1390,844,8504807,1370,812,8504807,1416,846,8504807
-272,1301,855,8504807,1284,825,8504807,1324,853,8504807
-273,1234,866,8504807,1208,829,8504807,1252,863,8504807
-274,1179,869,8504807,1151,835,8504807,1166,831,8504807
-275,1078,842,8504807,1129,877,8504807,1100,839,8504807
-276,1023,845,8504807,1054,882,8504807,1034,847,8504807
-277,935,856,8504807,995,890,8504807,967,855,8504807
-278,734,877,8504807,776,919,8504807,749,879,8504807
-279,652,882,8504807,705,927,8504807,680,875,8504807
-280,582,889,8504807,624,935,8504807,611,885,8504807
-281,517,900,8504807,552,946,8504807,533,893,8504807
-282,790,876,8504807,818,911,8504807,801,872,8504807
-283,868,904,8504807,857,865,8504807,884,905,8504807
-284,877,862,8504807,928,899,8504807,900,858,8504807
-285,1038,843,8504807,1076,888,8504807,1060,844,8504807
-286,1001,892,8504807,975,852,8504807,1022,892,8504807
-287,1106,840,8504807,1140,877,8504807,1125,838,8504807
-288,1171,833,8504807,1193,871,8504807,1181,833,8504807
-289,1222,832,8504807,1256,862,8504807,1272,861,8504807
-290,1260,824,8504807,1293,859,8504807,1274,823,8504807
-291,1298,822,8504807,1329,855,8504807,1346,852,8504807
-292,1364,847,8504807,1355,812,8504807,1384,845,8504807
-293,1391,810,8504807,1433,842,8504807,1455,838,8504807
-294,1417,842,8504807,1372,813,8504807,1385,810,8504807
-295,1442,807,8504807,1484,836,8504807,1455,805,8504807
-296,1479,805,8504807,1515,831,8504807,1532,831,8504807
-297,1576,825,8504807,1540,797,8504807,1593,824,8504807
-298,1568,795,8504807,1630,817,8504807,1584,793,8504807
-299,1567,795,8504807,1602,819,8504807,1622,819,8504807
-300,1645,813,8504807,1586,795,8504807,1636,814,8504807
-301,801,867,8504807,832,911,8504807,852,912,8504807
-302,721,876,8504807,760,924,8504807,774,924,8504807
-303,468,919,5938121,467,881,5938121,1606,774,5938121
-304,1606,774,5938121,1607,798,5938121,472,918,5938121
-305,469,882,2380172,468,918,2380172,1606,775,2380172
-306,1607,798,2380172,1605,774,2380172,474,920,2380172
-307,469,882,860253,441,869,860253,468,919,860253
-308,468,919,860253,439,899,860253,440,873,860253
-309,443,871,860253,443,893,860253,467,913,860253
-310,443,868,8769268,469,882,8769268,1605,774,8769268
-311,1605,774,8769268,444,870,8769268,1590,768,8769268
-312,510,952,12893090,530,968,12893090,1656,812,0
-313,1659,812,0,1671,816,0,533,970,12235418
-314,531,969,0,530,981,0,1666,815,0
-315,1666,815,0,1665,823,0,533,980,0
-316,442,901,0,530,970,0,533,981,0
-317,518,847,0,531,852,0,531,970,0
-318,532,972,0,518,964,0,518,848,0
-319,441,900,0,451,911,0,441,802,0
-320,440,807,0,453,816,0,452,911,0
-321,440,900,0,440,909,0,532,978,0
-322,441,809,0,456,811,0,531,853,0
-323,531,853,0,544,854,0,456,812,0
-324,1666,815,0,1672,756,0,1664,756,0
-325,1664,756,0,1661,815,0,1668,818,0
-326,1668,759,0,524,846,0,1668,762,0
-327,523,848,0,535,854,0,1668,760,0
-328,529,862,0,529,874,0,1668,768,0
-329,618,844,0,633,844,0,628,961,0
-330,770,829,0,778,829,0,776,944,0
-331,776,944,0,781,943,0,777,831,0
-332,910,820,0,919,819,0,919,927,0
-333,1029,809,0,1038,908,0,1035,810,0
-334,1140,803,0,1140,892,0,1152,892,0
-335,1232,793,0,1241,793,0,1244,877,0
-336,1324,787,0,1326,786,0,1330,869,0
-337,1399,780,0,1407,781,0,1402,851,0
-338,1464,777,0,1475,777,0,1467,842,0
-339,1555,766,0,1568,766,0,1562,833,0
-340,525,879,0,536,873,0,580,966,0
-341,577,967,0,588,968,0,622,859,0
-342,625,862,0,637,861,0,702,952,0
-343,702,952,0,710,951,0,774,848,0
-344,774,848,0,780,848,0,852,933,0
-345,852,933,0,860,933,0,915,836,0
-346,915,836,0,923,836,0,979,916,0
-347,979,916,0,986,916,0,1032,825,0
-348,1033,824,0,1040,825,0,1092,899,0
-349,1092,899,0,1098,899,0,1141,816,0
-350,1141,816,0,1147,817,0,1196,886,0
-351,1197,886,0,1200,885,0,1235,809,0
-352,1236,809,0,1240,809,0,1290,871,0
-353,1290,871,0,1294,871,0,1326,799,0
-354,1326,799,0,1328,799,0,1365,857,0
-355,1365,857,0,1370,856,0,1403,791,0
-356,1403,791,0,1407,791,0,1432,844,0
-357,1432,844,0,1434,845,0,1465,784,0
-358,1466,785,0,1467,786,0,1517,836,0
-359,1517,836,0,1525,836,0,1563,781,0
-360,1528,831,0,1516,831,0,1465,787,0
-361,1562,778,0,1570,779,0,1610,823,0
-362,1613,823,0,1620,824,0,1664,768,0
-363,1669,760,0,1662,760,0,1595,742,0
-364,444,809,0,458,815,0,465,924,0
-365,465,924,0,470,926,0,497,835,0
-366,497,835,0,501,837,0,517,962,0
-367,448,89,14861466,486,0,14861466,806,143,14861466
-368,486,0,14062967,808,145,14062967,772,0,14062967
-369,771,0,13132391,809,146,13132391,985,173,13132391
-370,771,0,12340853,979,170,12340853,1154,197,12340853
-371,767,0,11813517,1153,197,11813517,1550,0,11813517
-372,1154,196,11089822,1549,0,11089822,1594,266,11089822
-373,1548,0,8465311,1595,266,8465311,1919,0,8465311
-374,1598,268,5906583,1919,0,5906583,1919,1079,5906583
-375,1599,268,1117833,1593,766,1117833,1824,836,1117833
-376,1503,843,197485,1718,806,197485,1824,837,197485
-377,1824,837,197485,1501,846,197485,1919,1079,197485
-378,1709,802,197485,1659,815,197485,1658,790,197485
-379,1600,766,0,1605,770,0,1655,760,0
-380,1655,760,0,1650,760,0,1655,803,0
-381,1610,777,263280,1611,796,263280,1627,803,263280
-382,1628,802,263280,1645,784,263280,1611,772,263280
-383,339,363,7341080,334,819,7341080,445,98,10722167
-384,445,98,10722167,439,901,10722167,334,815,6034715
-385,1502,847,468060,1919,1079,468060,1275,878,468060
-386,1275,879,869227,1014,913,869227,1919,1079,869227
-387,1919,1079,1145992,1016,912,1145992,702,958,1145992
-388,534,982,699010,695,958,699010,1919,1079,699010
-389,533,980,50752,1919,1079,50752,0,1079,50752
-390,534,980,3660800,334,822,3660800,0,1079,3660800
-391,1,1076,11263006,332,825,11263006,0,795,11263006
-392,334,828,14607157,337,686,14607157,0,797,14607157
-393,0,799,14672723,337,688,14672723,0,553,14672723
-394,336,689,15330423,340,565,15330423,0,557,15330423
-395,0,557,15986847,339,565,15986847,0,497,15986847
-396,0,496,15985084,339,566,15985084,0,0,15985084
-397,0,0,255,337,564,255,340,366,255
-398,340,366,255,396,223,255,0,0,255
-399,440,904,589568,533,979,589568,407,1079,589568
-400,618,970,7470848,1018,911,7470848,1098,1079,7470848
-401,0,1024,16777215,0,1079,16777215,295,857,16777215
-402,0,715,16777215,0,737,16777215,316,697,16777215
-403,0,402,16777215,0,415,16777215,329,460,16777215
-404,0,150,16777215,0,167,16777215,311,304,16777215
-405,107,0,16777215,132,0,16777215,366,159,16777215
-406,190,1079,16777215,265,1079,16777215,335,940,16777215
-407,539,1079,16777215,594,1079,16777215,562,1035,16777215
-408,763,1079,16777215,876,1079,16777215,822,964,16777215
-409,1101,926,16777215,1142,1079,16777215,1172,1079,16777215
-410,1402,1079,16777215,1429,1079,16777215,1336,906,16777215
-411,1439,899,16777215,1640,1079,16777215,1671,1079,16777215
-412,1554,866,16777215,1899,1079,16777215,1919,1062,16777215
-413,1687,734,16777215,1919,955,16777215,1919,927,16777215
-414,1680,615,16777215,1919,568,16777215,1919,582,16777215
-415,1688,663,16777215,1919,790,16777215,1919,765,16777215
-416,1673,429,16777215,1919,408,16777215,1919,376,16777215
-417,1657,252,16777215,1919,83,16777215,1919,59,16777215
-418,1570,205,16777215,1658,0,16777215,1680,0,16777215
-419,1280,149,16777215,1324,0,16777215,1309,0,16777215
-420,1094,135,16777215,1113,0,16777215,1092,0,16777215
-421,891,118,16777215,898,0,16777215,885,0,16777215
-422,688,89,16777215,681,0,16777215,666,0,16777215
-423,490,80,16777215,470,0,16777215,457,0,16777215
-424,0,0,16776158,396,223,16776158,487,0,16776158
-425,168,0,16777215,177,0,16777215,391,159,16777215
-426,338,365,0,338,373,0,446,94,0
-427,449,94,0,451,79,0,340,361,0
-428,449,80,0,446,96,0,1597,267,0
-429,1597,267,0,1596,258,0,452,81,0
